CustomerId,split,Exited
15784597,Test,0
15784844,Test,1
15786199,Test,0
15787174,Test,0
15787470,Test,1
15788218,Test,0
15789109,Test,1
15790497,Test,0
15790782,Test,0
15791767,Test,0
15791991,Test,0
15792365,Test,0
15793842,Test,0
15793881,Test,0
15794916,Test,0
15795166,Test,0
15796179,Test,0
15796334,Test,1
15796343,Test,0
15797389,Test,0
15797748,Test,0
15798398,Test,0
15798521,Test,0
15798850,Test,0
15799156,Test,0
15799211,Test,0
15799422,Test,0
15799515,Test,0
15799710,Test,0
15799966,Test,1
15800116,Test,0
15800228,Test,0
15800229,Test,0
15800434,Test,1
15802478,Test,0
15802486,Test,0
15803136,Test,0
15803764,Test,0
15804256,Test,0
15806438,Test,1
15806880,Test,0
15806926,Test,0
15807294,Test,0
15807481,Test,0
15807709,Test,0
15808017,Test,0
15808473,Test,0
15809178,Test,1
15809823,Test,0
15809826,Test,1
15810432,Test,0
15810834,Test,0
15811589,Test,0
15811762,Test,1
15812071,Test,0
15812198,Test,1
15812513,Test,1
15812878,Test,0
15813741,Test,0
15813916,Test,0
15566091,Train,0
15566156,Train,0
15566292,Train,0
15566708,Train,1
15567333,Train,0
15567980,Train,1
15568240,Train,0
15568963,Train,1
15569178,Train,0
15569187,Train,0
15569423,Train,0
15569503,Train,0
15569571,Train,1
15569678,Train,0
15570004,Train,0
15570205,Train,0
15570326,Train,0
15570601,Train,1
15570859,Train,0
15570943,Train,0
15571550,Train,0
15572093,Train,0
15573086,Train,0
15573152,Train,0
15573309,Train,0
15573452,Train,0
15573456,Train,1
15573769,Train,0
15573876,Train,0
15574012,Train,1
15574068,Train,1
15574324,Train,0
15574692,Train,1
15574879,Train,0
15574910,Train,0
15575214,Train,0
15575409,Train,0
15575492,Train,0
15575581,Train,0
15576085,Train,0
15576162,Train,0
15576256,Train,0
15576269,Train,0
15576352,Train,0
15576360,Train,0
15576644,Train,1
15576676,Train,0
15576714,Train,0
15576723,Train,0
15576760,Train,0
15576945,Train,0
15577064,Train,0
15577078,Train,1
15577178,Train,1
15577274,Train,0
15577657,Train,0
15578045,Train,1
15578186,Train,0
15578515,Train,0
15578603,Train,1
15578761,Train,1
15578825,Train,0
15578908,Train,0
15578977,Train,0
15578980,Train,0
15579130,Train,1
15579166,Train,0
15579262,Train,0
15579334,Train,1
15580148,Train,1
15580203,Train,0
15580845,Train,0
15580956,Train,1
15581198,Train,1
15581440,Train,1
15581479,Train,0
15581548,Train,0
15581748,Train,0
15581840,Train,0
15582180,Train,0
15582259,Train,0
15582741,Train,1
15583303,Train,0
15583499,Train,0
15583595,Train,0
15583718,Train,0
15584091,Train,1
15584518,Train,0
15584766,Train,0
15584930,Train,0
15585036,Train,0
15585041,Train,0
15585067,Train,1
15585100,Train,1
15585198,Train,1
15585215,Train,0
15585241,Train,0
15585255,Train,0
15585362,Train,1
15585595,Train,0
15585865,Train,1
15585901,Train,1
15586310,Train,0
15586821,Train,0
15586870,Train,0
15586880,Train,0
15586959,Train,0
15586974,Train,0
15586976,Train,1
15587535,Train,0
15587562,Train,0
15587581,Train,0
15587735,Train,0
15587913,Train,0
15588446,Train,0
15589195,Train,0
15589204,Train,0
15589224,Train,0
15589320,Train,0
15589348,Train,0
15589475,Train,1
15589488,Train,0
15589572,Train,1
15589793,Train,1
15589975,Train,0
15590146,Train,1
15590268,Train,0
15590476,Train,0
15590730,Train,0
15590876,Train,0
15590993,Train,0
15591130,Train,0
15591179,Train,0
15591711,Train,0
15591915,Train,1
15591932,Train,0
15591969,Train,0
15591986,Train,1
15592089,Train,0
15592229,Train,1
15592386,Train,0
15592387,Train,1
15592461,Train,0
15592816,Train,1
15592937,Train,0
15592994,Train,0
15593470,Train,0
15593773,Train,0
15593782,Train,1
15594404,Train,0
15594408,Train,1
15594685,Train,0
15594720,Train,0
15594815,Train,0
15595221,Train,0
15595440,Train,0
15595766,Train,0
15595831,Train,0
15596021,Train,0
15596088,Train,0
15596397,Train,0
15596414,Train,0
15596552,Train,1
15596671,Train,1
15596914,Train,0
15597131,Train,0
15597239,Train,0
15597265,Train,0
15597930,Train,1
15597951,Train,0
15598044,Train,0
15598493,Train,0
15598751,Train,1
15598846,Train,0
15599433,Train,0
15599660,Train,0
15599722,Train,1
15599792,Train,0
15599829,Train,0
15599956,Train,0
15600110,Train,0
15600462,Train,0
15600583,Train,0
15600651,Train,0
15600700,Train,0
15600724,Train,0
15600734,Train,0
15600739,Train,0
15600934,Train,1
15600974,Train,1
15600992,Train,0
15600997,Train,0
15601589,Train,0
15601688,Train,0
15601848,Train,0
15602010,Train,1
15602084,Train,0
15602280,Train,1
15602735,Train,1
15603065,Train,0
15603088,Train,0
15603156,Train,0
15603246,Train,0
15603323,Train,0
15603582,Train,0
15603830,Train,0
15603914,Train,1
15604073,Train,0
15604295,Train,0
15604544,Train,0
15604804,Train,0
15605000,Train,1
15605275,Train,1
15605284,Train,0
15605461,Train,0
15605835,Train,0
15605950,Train,0
15605968,Train,0
15606274,Train,0
15606507,Train,0
15606836,Train,0
15606841,Train,0
15607098,Train,0
15607133,Train,1
15607170,Train,0
15607178,Train,0
15607312,Train,1
15607598,Train,0
15607691,Train,0
15607713,Train,0
15607827,Train,0
15607837,Train,0
15607993,Train,0
15608114,Train,0
15609286,Train,0
15609510,Train,0
15609562,Train,0
15610156,Train,0
15610337,Train,0
15610355,Train,0
15610383,Train,1
15610765,Train,0
15611105,Train,0
15611325,Train,0
15611579,Train,0
15611905,Train,0
15612030,Train,0
15612050,Train,0
15612071,Train,0
15612087,Train,0
15612109,Train,0
15612193,Train,0
15612350,Train,1
15612615,Train,0
15612776,Train,0
15613085,Train,0
15613097,Train,0
15613141,Train,0
15613172,Train,0
15613189,Train,1
15613319,Train,0
15613656,Train,0
15613772,Train,1
15613786,Train,0
15613854,Train,1
15613880,Train,0
15614034,Train,0
15614220,Train,0
15614782,Train,0
15615029,Train,0
15615457,Train,0
15615575,Train,0
15615991,Train,0
15616330,Train,0
15616529,Train,0
15616709,Train,0
15617617,Train,0
15617934,Train,0
15617982,Train,0
15618018,Train,0
15618314,Train,0
15618581,Train,0
15618765,Train,0
15618926,Train,0
15619029,Train,0
15619304,Train,1
15619360,Train,0
15619626,Train,0
15619708,Train,0
15620398,Train,0
15622003,Train,0
15622017,Train,0
15622117,Train,0
15622217,Train,1
15622454,Train,0
15622494,Train,0
15622750,Train,0
15622897,Train,1
15622911,Train,0
15623560,Train,0
15623927,Train,0
15624068,Train,0
15624170,Train,0
15624293,Train,0
15624347,Train,0
15624388,Train,1
15624428,Train,0
15624528,Train,0
15624592,Train,0
15624623,Train,0
15624729,Train,0
15624793,Train,0
15625522,Train,0
15625698,Train,0
15625759,Train,0
15625881,Train,0
15625904,Train,0
15625942,Train,0
15626144,Train,0
15626147,Train,1
15626385,Train,0
15626608,Train,0
15626684,Train,0
15626710,Train,0
15627000,Train,0
15627232,Train,1
15627262,Train,0
15627305,Train,1
15627484,Train,0
15627697,Train,0
15627876,Train,1
15628112,Train,0
15628947,Train,1
15629117,Train,0
15629244,Train,1
15629338,Train,1
15629617,Train,0
15630053,Train,0
15630167,Train,0
15630241,Train,0
15630321,Train,0
15630328,Train,0
15630402,Train,0
15630551,Train,0
15630617,Train,1
15630725,Train,1
15630910,Train,0
15630913,Train,0
15631240,Train,1
15631681,Train,0
15631838,Train,0
15631868,Train,0
15632210,Train,0
15632575,Train,0
15633059,Train,0
15633064,Train,0
15633108,Train,0
15633141,Train,0
15633233,Train,1
15633461,Train,0
15633648,Train,0
15633877,Train,0
15634719,Train,0
15634772,Train,0
15634844,Train,1
15634949,Train,0
15634974,Train,1
15635597,Train,0
15635728,Train,0
15636444,Train,0
15636589,Train,0
15636756,Train,0
15636999,Train,1
15637131,Train,0
15637414,Train,0
15637753,Train,1
15637954,Train,0
15637979,Train,0
15638149,Train,0
15638463,Train,0
15639077,Train,1
15639415,Train,0
15640059,Train,0
15640161,Train,0
15640280,Train,0
15640442,Train,0
15640454,Train,1
15640825,Train,0
15640846,Train,1
15641114,Train,0
15641122,Train,0
15641250,Train,0
15641582,Train,0
15641629,Train,0
15641640,Train,0
15641732,Train,0
15641835,Train,0
15642002,Train,1
15642202,Train,0
15642291,Train,0
15642345,Train,1
15642544,Train,0
15642937,Train,0
15643438,Train,0
15643696,Train,0
15643752,Train,0
15643824,Train,0
15644005,Train,0
15644119,Train,0
15644724,Train,0
15644833,Train,1
15644896,Train,0
15644962,Train,0
15645269,Train,0
15645316,Train,0
15645517,Train,0
15645543,Train,0
15645544,Train,0
15645572,Train,1
15645778,Train,0
15645942,Train,0
15646037,Train,0
15646161,Train,0
15646372,Train,1
15646558,Train,0
15646764,Train,1
15646810,Train,1
15647266,Train,0
15647311,Train,0
15647402,Train,0
15647842,Train,1
15648005,Train,0
15648064,Train,0
15648075,Train,1
15648489,Train,1
15648577,Train,1
15648721,Train,0
15648794,Train,1
15648800,Train,1
15649136,Train,0
15649280,Train,0
15649423,Train,0
15649487,Train,1
15649738,Train,0
15649992,Train,0
15650034,Train,0
15650237,Train,0
15650351,Train,0
15650391,Train,0
15650889,Train,0
15651001,Train,0
15651022,Train,1
15651093,Train,0
15651140,Train,0
15651369,Train,0
15651585,Train,0
15651674,Train,1
15652693,Train,1
15652808,Train,0
15653547,Train,0
15653620,Train,0
15653696,Train,0
15653780,Train,0
15653849,Train,1
15654060,Train,0
15654106,Train,0
15654211,Train,0
15654390,Train,1
15654506,Train,0
15654574,Train,0
15654700,Train,1
15656121,Train,0
15656148,Train,1
15656300,Train,0
15657085,Train,0
15657107,Train,1
15657284,Train,1
15657342,Train,1
15657386,Train,0
15657812,Train,0
15658032,Train,0
15658339,Train,0
15658360,Train,0
15658485,Train,0
15658716,Train,1
15658889,Train,1
15658935,Train,0
15658956,Train,0
15659366,Train,1
15659501,Train,0
15659557,Train,0
15659931,Train,1
15660101,Train,0
15660211,Train,0
15660271,Train,0
15660422,Train,0
15660535,Train,0
15660602,Train,0
15661219,Train,0
15661249,Train,0
15661526,Train,0
15661528,Train,0
15661629,Train,1
15662098,Train,1
15662151,Train,0
15662291,Train,1
15662294,Train,0
15662397,Train,0
15662736,Train,1
15662758,Train,0
15662976,Train,0
15663438,Train,1
15663478,Train,0
15663706,Train,1
15663921,Train,0
15663939,Train,0
15664150,Train,0
15664204,Train,0
15664523,Train,0
15664543,Train,1
15665238,Train,0
15665438,Train,0
15665678,Train,0
15665790,Train,0
15666055,Train,1
15666916,Train,0
15667046,Train,0
15667134,Train,0
15667190,Train,0
15667215,Train,0
15667265,Train,0
15667751,Train,0
15667938,Train,0
15668032,Train,0
15668058,Train,0
15668445,Train,0
15668472,Train,0
15668747,Train,0
15669293,Train,0
15669411,Train,1
15669957,Train,0
15669987,Train,1
15670080,Train,0
15670172,Train,0
15670205,Train,0
15670345,Train,0
15670481,Train,0
15670602,Train,0
15671032,Train,0
15671097,Train,0
15671124,Train,0
15671137,Train,1
15671139,Train,0
15671591,Train,1
15671789,Train,0
15671917,Train,0
15671930,Train,0
15672056,Train,1
15672144,Train,1
15672374,Train,1
15672598,Train,0
15672610,Train,0
15672945,Train,0
15673481,Train,0
15673529,Train,0
15673578,Train,0
15673619,Train,0
15674398,Train,0
15674526,Train,0
15674551,Train,1
15674840,Train,0
15675316,Train,0
15676519,Train,1
15677020,Train,1
15677135,Train,0
15677217,Train,0
15677305,Train,0
15677307,Train,0
15677369,Train,0
15677371,Train,0
15677382,Train,0
15677435,Train,0
15677538,Train,0
15677610,Train,0
15678058,Train,0
15678146,Train,1
15678385,Train,0
15678572,Train,1
15678727,Train,1
15678886,Train,0
15678910,Train,0
15679145,Train,1
15679200,Train,0
15679294,Train,0
15679587,Train,0
15679611,Train,0
15679770,Train,1
15680141,Train,0
15680278,Train,1
15680736,Train,0
15680772,Train,0
15680998,Train,0
15681068,Train,0
15681402,Train,0
15681550,Train,0
15681705,Train,0
15682356,Train,0
15682435,Train,0
15682541,Train,0
15682834,Train,0
15683503,Train,1
15683521,Train,0
15683553,Train,0
15683562,Train,0
15683930,Train,1
15684171,Train,0
15684173,Train,1
15684198,Train,0
15685300,Train,0
15685309,Train,1
15685829,Train,0
15685844,Train,0
15686137,Train,0
15686776,Train,0
15686870,Train,0
15687310,Train,0
15687738,Train,0
15687946,Train,0
15687959,Train,0
15688251,Train,0
15688409,Train,1
15688637,Train,0
15689351,Train,1
15689425,Train,0
15689616,Train,0
15690007,Train,1
15690182,Train,1
15690188,Train,1
15690231,Train,0
15690452,Train,0
15690664,Train,0
15690678,Train,0
15691446,Train,0
15691483,Train,0
15691625,Train,0
15692002,Train,0
15692317,Train,0
15692583,Train,0
15692671,Train,0
15692750,Train,1
15692761,Train,0
15693233,Train,0
15693259,Train,0
15693381,Train,0
15693737,Train,0
15693947,Train,0
15694188,Train,0
15694272,Train,0
15694366,Train,0
15694395,Train,0
15694408,Train,1
15694456,Train,1
15694717,Train,0
15694821,Train,1
15694829,Train,0
15694860,Train,1
15695129,Train,0
15695475,Train,0
15695492,Train,0
15696061,Train,0
15696637,Train,0
15696703,Train,0
15696859,Train,0
15696900,Train,0
15697095,Train,0
15697183,Train,0
15697283,Train,0
15697497,Train,0
15697625,Train,0
15697789,Train,0
15698028,Train,0
15698510,Train,0
15698786,Train,1
15698839,Train,0
15699005,Train,0
15699029,Train,0
15699309,Train,1
15699461,Train,0
15699550,Train,0
15699634,Train,0
15699637,Train,0
15699772,Train,1
15700174,Train,0
15700212,Train,1
15700476,Train,0
15700487,Train,1
15700657,Train,0
15700772,Train,0
15701121,Train,1
15701200,Train,0
15701291,Train,0
15701602,Train,1
15701946,Train,0
15702014,Train,0
15702669,Train,0
15702919,Train,0
15703019,Train,0
15703059,Train,0
15703143,Train,0
15703205,Train,0
15703482,Train,0
15703820,Train,1
15704250,Train,0
15704442,Train,1
15704583,Train,1
15704746,Train,0
15704844,Train,0
15704954,Train,0
15704987,Train,0
15705113,Train,0
15705521,Train,0
15705620,Train,0
15705657,Train,0
15705707,Train,0
15705885,Train,0
15705953,Train,1
15705991,Train,0
15706365,Train,0
15706534,Train,1
15706593,Train,0
15706815,Train,1
15707144,Train,0
15707189,Train,0
15707362,Train,1
15707473,Train,0
15707567,Train,1
15707968,Train,1
15708048,Train,0
15708212,Train,1
15708608,Train,0
15708710,Train,0
15708917,Train,0
15709117,Train,1
15709338,Train,0
15709396,Train,0
15709441,Train,0
15709737,Train,0
15709928,Train,0
15709994,Train,1
15710366,Train,1
15710424,Train,0
15710825,Train,0
15710928,Train,0
15711015,Train,0
15711218,Train,0
15711219,Train,1
15711789,Train,1
15711889,Train,0
15712319,Train,0
15712584,Train,0
15713843,Train,0
15713853,Train,0
15714057,Train,0
15714080,Train,0
15714227,Train,0
15714397,Train,0
15714658,Train,0
15714689,Train,0
15714750,Train,0
15714939,Train,0
15715031,Train,0
15715142,Train,1
15715707,Train,0
15715769,Train,0
15716000,Train,0
15716023,Train,0
15716024,Train,0
15716134,Train,0
15716155,Train,0
15716186,Train,0
15716334,Train,0
15716491,Train,1
15716518,Train,0
15716822,Train,0
15716835,Train,0
15716994,Train,1
15717225,Train,0
15717426,Train,0
15718106,Train,0
15718153,Train,0
15718369,Train,0
15718779,Train,0
15719302,Train,1
15720910,Train,0
15721024,Train,0
15721181,Train,0
15721189,Train,0
15721307,Train,0
15721426,Train,1
15721719,Train,0
15721730,Train,0
15721917,Train,0
15721935,Train,0
15722578,Train,0
15722902,Train,1
15722993,Train,0
15723053,Train,0
15723299,Train,1
15723654,Train,0
15723685,Train,0
15723706,Train,0
15723886,Train,0
15723907,Train,0
15724145,Train,0
15724223,Train,1
15724282,Train,0
15724620,Train,0
15724623,Train,1
15724834,Train,0
15724848,Train,1
15724858,Train,1
15725811,Train,0
15726234,Train,0
15726267,Train,0
15726403,Train,1
15726494,Train,1
15726556,Train,0
15726557,Train,0
15726631,Train,0
15727311,Train,0
15727688,Train,0
15727915,Train,0
15727919,Train,0
15727944,Train,0
15728006,Train,0
15728352,Train,0
15728474,Train,0
15728505,Train,0
15729040,Train,0
15729279,Train,0
15729362,Train,0
15729412,Train,0
15729599,Train,0
15729954,Train,1
15729956,Train,0
15729970,Train,0
15729975,Train,0
15730059,Train,0
15730076,Train,1
15730339,Train,0
15730394,Train,1
15730397,Train,0
15730447,Train,0
15730540,Train,0
15730639,Train,0
15730735,Train,0
15730738,Train,0
15730868,Train,0
15731478,Train,0
15731744,Train,0
15731790,Train,1
15731890,Train,0
15732020,Train,0
15732199,Train,0
15732628,Train,0
15732832,Train,0
15732917,Train,1
15733247,Train,1
15733297,Train,0
15733387,Train,0
15733429,Train,0
15733768,Train,0
15733797,Train,0
15734565,Train,0
15734634,Train,0
15734942,Train,0
15735222,Train,0
15735263,Train,0
15735428,Train,0
15735522,Train,0
15736069,Train,1
15736112,Train,0
15736274,Train,0
15736656,Train,0
15736760,Train,0
15737173,Train,0
15737748,Train,0
15737782,Train,0
15737795,Train,1
15738181,Train,1
15738219,Train,0
15738267,Train,1
15738411,Train,0
15738605,Train,1
15738721,Train,0
15739054,Train,0
15739438,Train,0
15739576,Train,0
15739858,Train,1
15740164,Train,0
15741554,Train,0
15742210,Train,0
15742358,Train,0
15742668,Train,0
15742820,Train,0
15742854,Train,0
15743016,Train,0
15743976,Train,0
15744327,Train,1
15744368,Train,0
15744398,Train,0
15744517,Train,1
15744582,Train,1
15744614,Train,0
15744983,Train,0
15745001,Train,0
15745080,Train,0
15745088,Train,0
15745196,Train,0
15745295,Train,1
15745307,Train,0
15745324,Train,1
15745354,Train,0
15745417,Train,0
15745527,Train,0
15745543,Train,0
15745827,Train,0
15745844,Train,1
15746190,Train,0
15746490,Train,0
15746564,Train,0
15746902,Train,0
15747174,Train,0
15747222,Train,0
15747358,Train,0
15747724,Train,0
15748473,Train,0
15749177,Train,0
15749482,Train,0
15750141,Train,0
15750181,Train,0
15750684,Train,1
15750776,Train,0
15750803,Train,0
15750929,Train,0
15751057,Train,0
15751175,Train,0
15751336,Train,0
15752342,Train,1
15752375,Train,0
15752488,Train,0
15752508,Train,0
15752731,Train,0
15752816,Train,0
15752953,Train,0
15753337,Train,1
15753549,Train,1
15753566,Train,0
15753754,Train,0
15753831,Train,0
15754084,Train,0
15754105,Train,0
15754177,Train,0
15754537,Train,0
15755178,Train,1
15755722,Train,0
15755825,Train,0
15755868,Train,0
15756125,Train,0
15756241,Train,0
15756471,Train,0
15756472,Train,0
15756560,Train,0
15756804,Train,1
15756820,Train,0
15756850,Train,0
15756875,Train,0
15756920,Train,1
15757408,Train,1
15757577,Train,0
15757646,Train,0
15757931,Train,0
15758035,Train,0
15758056,Train,0
15758531,Train,0
15758606,Train,1
15758639,Train,0
15758726,Train,0
15758813,Train,1
15758845,Train,1
15759298,Train,0
15759381,Train,0
15759537,Train,0
15759618,Train,1
15759874,Train,1
15759913,Train,0
15760085,Train,0
15760431,Train,0
15760550,Train,0
15760861,Train,0
15761132,Train,0
15761374,Train,0
15761477,Train,0
15761763,Train,0
15762198,Train,0
15762216,Train,0
15762218,Train,0
15762238,Train,0
15762268,Train,0
15762277,Train,1
15762332,Train,0
15762615,Train,0
15762803,Train,0
15762902,Train,0
15762984,Train,0
15763063,Train,0
15763625,Train,0
15763662,Train,0
15763665,Train,0
15763859,Train,0
15764195,Train,0
15765297,Train,0
15765311,Train,0
15765322,Train,0
15765518,Train,1
15765520,Train,0
15766205,Train,0
15766289,Train,0
15766686,Train,0
15766741,Train,0
15766765,Train,0
15766869,Train,0
15766887,Train,0
15766896,Train,0
15767339,Train,0
15767474,Train,1
15767794,Train,0
15767864,Train,0
15767954,Train,0
15768104,Train,0
15768201,Train,0
15768816,Train,0
15769051,Train,0
15769169,Train,0
15769504,Train,0
15769582,Train,0
15769703,Train,1
15769818,Train,0
15769917,Train,0
15771540,Train,0
15771573,Train,1
15771702,Train,0
15771873,Train,0
15771977,Train,0
15772777,Train,0
15772781,Train,1
15772892,Train,0
15773456,Train,0
15773605,Train,0
15773890,Train,0
15773906,Train,0
15773972,Train,1
15774151,Train,1
15774155,Train,0
15774166,Train,0
15774224,Train,0
15774393,Train,0
15774510,Train,0
15774696,Train,0
15774738,Train,0
15774857,Train,1
15774882,Train,1
15774931,Train,0
15775153,Train,0
15775234,Train,0
15775318,Train,1
15775562,Train,0
15775625,Train,0
15776047,Train,0
15776223,Train,0
15776348,Train,1
15776631,Train,0
15776733,Train,0
15776780,Train,1
15777797,Train,1
15777922,Train,0
15778025,Train,0
15778190,Train,0
15778287,Train,0
15778320,Train,0
15778395,Train,1
15778410,Train,1
15779052,Train,0
15779176,Train,1
15779182,Train,1
15779247,Train,0
15779390,Train,0
15779738,Train,0
15780124,Train,0
15780128,Train,0
15780140,Train,0
15780212,Train,0
15780254,Train,1
15780514,Train,0
15780628,Train,0
15780746,Train,0
15780835,Train,0
15780870,Train,0
15781307,Train,0
15782219,Train,0
15782236,Train,0
15782530,Train,0
15782736,Train,1
15782941,Train,0
15783305,Train,0
15783398,Train,0
15783501,Train,0
15783615,Train,1
15783659,Train,0
15784092,Train,0
15784280,Train,0
15785542,Train,0
15785611,Train,0
15785782,Train,1
15785798,Train,0
15785899,Train,0
15786063,Train,0
15786170,Train,0
15786200,Train,0
15786308,Train,0
15786800,Train,1
15787026,Train,0
